regime,experiment,model,config_name,selection_rule,threshold,accuracy,precision,sensitivity,specificity,f1,tn,fp,fn,tp,youden_index,details
sleep_only,advanced_respiratory,XGBoost,config_5,max_youden,0.4,0.5931412211364909,0.28593486805165635,0.5841697734442214,0.5956279809220986,0.38394119310149843,7493,5087,1450,2037,0.17979775436631984,
sleep_only,advanced_respiratory,XGBoost,config_5,sensitivity_ge_0.70_max_specificity,0.3,0.4756955249891081,0.25777646943381416,0.7533696587324348,0.3987281399046105,0.38412048545108934,5016,7564,860,2627,0.1520977986370453,
sleep_only,advanced_respiratory,XGBoost,config_6,max_f1,0.45,0.593701375490135,0.28908309058121795,0.5976484083739604,0.5926073131955485,0.38967838444278236,7455,5125,1403,2084,0.19025572156950887,
sleep_only,advanced_respiratory,XGBoost,config_6,max_youden,0.45,0.593701375490135,0.28908309058121795,0.5976484083739604,0.5926073131955485,0.38967838444278236,7455,5125,1403,2084,0.19025572156950887,
sleep_only,advanced_respiratory,XGBoost,config_6,sensitivity_ge_0.70_max_specificity,0.4,0.515839920333603,0.26759800736408923,0.7086320619443648,0.4624006359300477,0.38849147079632107,5817,6763,1016,2471,0.17103269787441255,
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,max_f1,0.45,0.6290533391423414,0.30844306738962046,0.5709779179810726,0.6451510333863275,0.40052303359485014,8116,4464,1496,1991,0.21612895136740007,
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,max_youden,0.45,0.6290533391423414,0.30844306738962046,0.5709779179810726,0.6451510333863275,0.40052303359485014,8116,4464,1496,1991,0.21612895136740007,
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,sensitivity_ge_0.70_max_specificity,0.35,0.4991597684695338,0.26220275344180227,0.720963579007743,0.43767885532591416,0.3845506692160612,5506,7074,973,2514,0.1586424343336572,
sleep_only,advanced_respiratory_spo2,XGBoost,config_2,max_f1,0.45,0.6269372004730193,0.3073613032119256,0.5735589331803843,0.6417329093799682,0.40024014408645187,8073,4507,1487,2000,0.2152918425603525,
sleep_only,advanced_respiratory_spo2,XGBoost,config_2,max_youden,0.45,0.6269372004730193,0.3073613032119256,0.5735589331803843,0.6417329093799682,0.40024014408645187,8073,4507,1487,2000,0.2152918425603525,
sleep_only,advanced_respiratory_spo2,XGBoost,config_2,sensitivity_ge_0.70_max_specificity,0.35,0.4964212360739404,0.26184564452720877,0.7258388299397763,0.43282988871224165,0.3848551661217973,5445,7135,956,2531,0.15866871865201793,
sleep_only,advanced_respiratory_spo2,XGBoost,config_3,max_f1,0.5,0.6700690857036161,0.3349108117946851,0.5276742185259535,0.7095389507154213,0.4097539249526779,8926,3654,1647,1840,0.2372131692413748,
sleep_only,advanced_respiratory_spo2,XGBoost,config_3,max_youden,0.5,0.6700690857036161,0.3349108117946851,0.5276742185259535,0.7095389507154213,0.4097539249526779,8926,3654,1647,1840,0.2372131692413748,
sleep_only,advanced_respiratory_spo2,XGBoost,config_3,sensitivity_ge_0.70_max_specificity,0.4,0.5210057882616543,0.27216628775576485,0.720963579007743,0.4655802861685215,0.39515875510845644,5857,6723,973,2514,0.18654386517626453,
sleep_only,advanced_respiratory_spo2,XGBoost,config_4,max_f1,0.5,0.6721229850003112,0.3376481312670921,0.5311155721250358,0.71120826709062,0.41283994650022293,8947,3633,1635,1852,0.24232383921565592,
sleep_only,advanced_respiratory_spo2,XGBoost,config_4,max_youden,0.5,0.6721229850003112,0.3376481312670921,0.5311155721250358,0.71120826709062,0.41283994650022293,8947,3633,1635,1852,0.24232383921565592,
sleep_only,advanced_respiratory_spo2,XGBoost,config_4,sensitivity_ge_0.70_max_specificity,0.4,0.5193875645733491,0.27140235344920655,0.720963579007743,0.4635135135135135,0.3943529411764706,5831,6749,973,2514,0.18447709252125644,
sleep_only,advanced_respiratory_spo2,XGBoost,config_5,max_f1,0.4,0.6046555050725089,0.29602733874412646,0.5962145110410094,0.6069952305246423,0.3956232159847764,7636,4944,1408,2079,0.20320974156565175,
sleep_only,advanced_respiratory_spo2,XGBoost,config_5,max_youden,0.4,0.6046555050725089,0.29602733874412646,0.5962145110410094,0.6069952305246423,0.3956232159847764,7636,4944,1408,2079,0.20320974156565175,
sleep_only,advanced_respiratory_spo2,XGBoost,config_5,sensitivity_ge_0.70_max_specificity,0.3,0.49075745316487207,0.2600429316160687,0.7295669630054488,0.42456279809220987,0.3834212509419744,5341,7239,943,2544,0.15412976109765864,
sleep_only,advanced_respiratory_spo2,XGBoost,config_6,max_f1,0.45,0.6156718740275098,0.3049346879535559,0.6025236593059937,0.6193163751987282,0.40493398862869806,7791,4789,1386,2101,0.221840034504722,
sleep_only,advanced_respiratory_spo2,XGBoost,config_6,max_youden,0.5,0.6779112466546338,0.33560576548500193,0.49412102093490107,0.7288553259141495,0.3997216100220392,9169,3411,1764,1723,0.22297634684905043,
sleep_only,advanced_respiratory_spo2,XGBoost,config_6,sensitivity_ge_0.70_max_specificity,0.35,0.46250077799215783,0.25436504150367334,0.7645540579294523,0.3787758346581876,0.381729667812142,4765,7815,821,2666,0.14332989258763984,
sleep_only,advanced_spo2,XGBoost,config_1,max_f1,0.45,0.6146138046928487,0.302583564443147,0.5944938342414683,0.6201907790143084,0.4010446894950667,7802,4778,1414,2073,0.2146846132557767,
sleep_only,advanced_spo2,XGBoost,config_1,max_youden,0.5,0.6682641438974295,0.3274021352313167,0.5012905075996559,0.7145468998410175,0.3961024246544301,8989,3591,1739,1748,0.21583740744067326,
sleep_only,advanced_spo2,XGBoost,config_1,sensitivity_ge_0.70_max_specificity,0.35,0.4682890396464804,0.2570165321030373,0.7668482936621738,0.38553259141494434,0.38499748038298176,4850,7730,813,2674,0.15238088507711822,
sleep_only,advanced_spo2,XGBoost,config_2,max_f1,0.45,0.6186593639136118,0.3049068873780668,0.5916260395755664,0.6261526232114467,0.40241880425241394,7877,4703,1424,2063,0.21777866278701308,
sleep_only,advanced_spo2,XGBoost,config_2,max_youden,0.45,0.6186593639136118,0.3049068873780668,0.5916260395755664,0.6261526232114467,0.40241880425241394,7877,4703,1424,2063,0.21777866278701308,
sleep_only,advanced_spo2,XGBoost,config_2,sensitivity_ge_0.70_max_specificity,0.35,0.46716873093919214,0.25549344641480337,0.7602523659305994,0.3859300476947536,0.382456899660968,4855,7725,836,2651,0.1461824136253531,
sleep_only,advanced_spo2,XGBoost,config_3,max_f1,0.45,0.6014812970685256,0.30027397260273975,0.6286205907657012,0.5939586645468998,0.4064151293223324,7472,5108,1295,2192,0.22257925531260092,
sleep_only,advanced_spo2,XGBoost,config_3,max_youden,0.5,0.6666459202091243,0.32950191570881227,0.517923716661887,0.7078696343402225,0.4027653880463872,8905,3675,1681,1806,0.2257933510021095,
sleep_only,advanced_spo2,XGBoost,config_3,sensitivity_ge_0.70_max_specificity,0.4,0.5033298064355511,0.2652314766433274,0.7278462862059076,0.44109697933227343,0.38878676470588236,5549,7031,949,2538,0.16894326553818106,
sleep_only,advanced_spo2,XGBoost,config_4,max_f1,0.45,0.6025393664031866,0.3003168480506957,0.6251792371666188,0.5962639109697934,0.4057323655313605,7501,5079,1307,2180,0.2214431481364123,
sleep_only,advanced_spo2,XGBoost,config_4,max_youden,0.5,0.6667081595817514,0.33030523255813954,0.5213650702609693,0.7069952305246423,0.4044044044044044,8894,3686,1669,1818,0.22836030078561165,
sleep_only,advanced_spo2,XGBoost,config_4,sensitivity_ge_0.70_max_specificity,0.4,0.5094915043256364,0.26766074450084604,0.7258388299397763,0.4495230524642289,0.3910994359885652,5655,6925,956,2531,0.1753618824040053,
sleep_only,advanced_spo2,XGBoost,config_5,max_f1,0.4,0.5664405302794547,0.28171665202660306,0.6438199024949813,0.5449920508744038,0.3919343575418994,6856,5724,1242,2245,0.18881195336938505,
sleep_only,advanced_spo2,XGBoost,config_5,max_youden,0.5,0.6743013630422605,0.3270602218700475,0.4734728993404072,0.7299682034976153,0.38687756297598125,9183,3397,1836,1651,0.20344110283802253,
sleep_only,advanced_spo2,XGBoost,config_5,sensitivity_ge_0.70_max_specificity,0.35,0.5005290346673306,0.26433319484835893,0.729853742472039,0.43696343402225757,0.38810522302706824,5497,7083,942,2545,0.1668171764942965,
sleep_only,advanced_spo2,XGBoost,config_6,max_f1,0.45,0.6105060060994585,0.30181662137033327,0.6051046745053055,0.6120031796502384,0.40274861614811985,7699,4881,1377,2110,0.217107854155544,
sleep_only,advanced_spo2,XGBoost,config_6,max_youden,0.5,0.6698201282131077,0.33060007454342155,0.5087467737310009,0.7144674085850556,0.4007681012086298,8988,3592,1713,1774,0.2232141823160565,
sleep_only,advanced_spo2,XGBoost,config_6,sensitivity_ge_0.70_max_specificity,0.4,0.526358374307587,0.274477628268242,0.719529681674792,0.47281399046104927,0.3973709217611657,5948,6632,978,2509,0.19234367213584136,
