experiment,model,threshold,accuracy,precision,sensitivity,specificity,f1,tn,fp,fn,tp
late_fusion,XGBoost,0.2,0.20468426874428894,0.20034868516635188,0.993993272465161,0.007155312368468523,0.33348111724638263,119,16512,25,4137
late_fusion,XGBoost,0.25,0.22536430529505122,0.20290503904889817,0.9800576645843344,0.03649810594672599,0.3362044096435195,607,16024,83,4079
late_fusion,XGBoost,0.3,0.2777377001875631,0.20864197530864198,0.9339259971167708,0.11352293908965186,0.3410845910845911,1888,14743,275,3887
late_fusion,XGBoost,0.35,0.36435338815947677,0.2187364105112754,0.8459875060067276,0.24382177860621732,0.3475985981539069,4055,12576,641,3521
late_fusion,XGBoost,0.4,0.46659933631510603,0.23224360460622923,0.7220086496876502,0.40268173892129155,0.3514414361733232,6697,9934,1157,3005
late_fusion,XGBoost,0.45,0.5806761891021016,0.25555197940135177,0.5723209995194618,0.5827671216403103,0.3533338277831343,9692,6939,1780,2382
late_fusion,XGBoost,0.5,0.682681671716443,0.28832116788321166,0.39860643921191735,0.7537730743791714,0.3346107301331182,12536,4095,2503,1659
late_fusion,XGBoost,0.55,0.7549656134275958,0.33908244222145567,0.23618452666987025,0.8847934580001202,0.2784308171647075,14715,1916,3179,983
late_fusion,XGBoost,0.6,0.7885346029913913,0.3951828724353256,0.10643921191734743,0.959232758102339,0.16770774181336362,15953,678,3719,443
late_fusion,XGBoost,0.65,0.7973837349107873,0.4117647058823529,0.028592023065833735,0.9897781251879021,0.053471130083127386,16461,170,4043,119
late_fusion,XGBoost,0.7,0.8005097869475304,0.6346153846153846,0.007928880345987505,0.9988575551680596,0.01566207878500237,16612,19,4129,33
late_fusion,XGBoost,0.75,0.7998364834319242,0.5,0.0007208073041806823,0.9998196139739042,0.0014395393474088292,16628,3,4159,3
late_fusion,XGBoost,0.8,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0
late_fusion,XGBoost,0.85,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0
late_fusion,XGBoost,0.9,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0
late_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0
respiratory_fusion,XGBoost,0.05,0.20025970278459096,0.2001539275578431,0.9997597308986065,0.00018038602609584512,0.3335337261031622,3,16628,1,4161
respiratory_fusion,XGBoost,0.1,0.21035925551868417,0.20170357751277684,0.9956751561749159,0.013829595334014792,0.3354514914801473,230,16401,18,4144
respiratory_fusion,XGBoost,0.15,0.23599288221997788,0.20483383685800605,0.9774147044690052,0.05044795863147135,0.3386895345932895,839,15792,94,4068
respiratory_fusion,XGBoost,0.2,0.2604241812148319,0.2071846282372598,0.9533877943296492,0.08700619325356262,0.3403963283863773,1447,15184,194,3968
respiratory_fusion,XGBoost,0.25,0.2918770740152936,0.20868270079435128,0.9089380105718404,0.13745415188503396,0.33943472409152087,2286,14345,379,3783
respiratory_fusion,XGBoost,0.3,0.33982590294810755,0.21233082706766918,0.8481499279192696,0.2126149960916361,0.33963534901621206,3536,13095,632,3530
respiratory_fusion,XGBoost,0.35,0.4072524407252441,0.22084672731003352,0.7758289283998078,0.31501413023871083,0.343821540754938,5239,11392,933,3229
respiratory_fusion,XGBoost,0.4,0.4805463377098062,0.23023161316537993,0.6806823642479577,0.4304611869400517,0.34408210360114166,7159,9472,1329,2833
respiratory_fusion,XGBoost,0.45,0.559226662819218,0.24591163026917218,0.5816914944738106,0.5536047140881486,0.34568430070678946,9207,7424,1741,2421
respiratory_fusion,XGBoost,0.5,0.6281440869523397,0.26275917065390747,0.47501201345506966,0.6664662377487824,0.3383535854869074,11084,5547,2185,1977
respiratory_fusion,XGBoost,0.55,0.6842206511806858,0.28121587186021113,0.3712157616530514,0.7625518609825026,0.3200082850041425,12682,3949,2617,1545
respiratory_fusion,XGBoost,0.6,0.7239455586014524,0.2943169968717414,0.2712638154733301,0.8372316757861824,0.28232058014503625,13924,2707,3033,1129
respiratory_fusion,XGBoost,0.65,0.7527533304477468,0.3119477525931617,0.19509851033157136,0.8923095424207804,0.2400591278640059,14840,1791,3350,812
respiratory_fusion,XGBoost,0.7,0.773673832539797,0.32519280205655526,0.12157616530514176,0.9368648908664542,0.1769849597761455,15581,1050,3656,506
respiratory_fusion,XGBoost,0.75,0.7849757129803299,0.31585220500595945,0.0636713118692936,0.9654861403403283,0.10597880423915217,16057,574,3897,265
respiratory_fusion,XGBoost,0.8,0.7923339585437407,0.29896907216494845,0.02787121576165305,0.9836450003006434,0.05098901098901099,16359,272,4046,116
respiratory_fusion,XGBoost,0.85,0.7972394555860145,0.2545454545454545,0.006727534839019702,0.9950694486200469,0.013108614232209739,16549,82,4134,28
respiratory_fusion,XGBoost,0.9,0.7992593661328332,0.0,0.0,0.9992784558956166,0.0,16619,12,4162,0
respiratory_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0
respiratory_spo2_fusion,XGBoost,0.05,0.20030779589284856,0.20016355589763324,0.9997597308986065,0.0002405147014611268,0.33354709418837675,4,16627,1,4161
respiratory_spo2_fusion,XGBoost,0.1,0.2106959072764873,0.20168517436197156,0.9949543488707352,0.014430882087667608,0.33538511379282415,240,16391,21,4141
respiratory_spo2_fusion,XGBoost,0.15,0.2337325061318713,0.2043502285628171,0.9774147044690052,0.04762191088930311,0.3380281690140845,792,15839,94,4068
respiratory_spo2_fusion,XGBoost,0.2,0.2605203674313471,0.20693079657118962,0.9512253724171071,0.08766760868258072,0.3399158581608998,1458,15173,203,3959
respiratory_spo2_fusion,XGBoost,0.25,0.2965421055162795,0.20967652444099208,0.9079769341662662,0.14352714809692743,0.3406806400721208,2387,14244,383,3779
respiratory_spo2_fusion,XGBoost,0.3,0.34915596595007936,0.21559939301972686,0.8534358481499279,0.22295712825446456,0.3442360808257014,3708,12923,610,3552
respiratory_spo2_fusion,XGBoost,0.35,0.41235031020054824,0.22299388021728667,0.7791926958193176,0.32054596837231675,0.3467522052927025,5331,11300,919,3243
respiratory_spo2_fusion,XGBoost,0.4,0.4827105275813976,0.23282009724473257,0.6902931283037002,0.4307618303168781,0.3482002181553751,7164,9467,1289,2873
respiratory_spo2_fusion,XGBoost,0.45,0.5592747559274756,0.2509460266879108,0.6054781355117732,0.547712103902351,0.3548296254576176,9109,7522,1642,2520
respiratory_spo2_fusion,XGBoost,0.5,0.629394507767037,0.26987012987012987,0.49927919269581933,0.6619565870963863,0.3503625021075704,11009,5622,2084,2078
respiratory_spo2_fusion,XGBoost,0.55,0.6928293175587938,0.29761688193560126,0.39308024987986545,0.7678431844146474,0.3387514235428098,12770,3861,2526,1636
respiratory_spo2_fusion,XGBoost,0.6,0.7371711633722887,0.32859773743751647,0.30009610764055744,0.8465516204678011,0.31370086650759765,14079,2552,2913,1249
respiratory_spo2_fusion,XGBoost,0.65,0.770884432260857,0.3754139072847682,0.21792407496395963,0.9092658288737899,0.27576771055031923,15122,1509,3255,907
respiratory_spo2_fusion,XGBoost,0.7,0.7858413889289665,0.39944713199723564,0.13887554060547813,0.9477481811075702,0.2060973435550009,15762,869,3584,578
respiratory_spo2_fusion,XGBoost,0.75,0.7943057759823018,0.42363877822045154,0.0766458433445459,0.9739041548914678,0.12980671414038658,16197,434,3843,319
respiratory_spo2_fusion,XGBoost,0.8,0.7980089453181359,0.4460227272727273,0.037722248918789045,0.9882749083037701,0.06956136464333186,16436,195,4005,157
respiratory_spo2_fusion,XGBoost,0.85,0.7984417832924542,0.384,0.011532916866890917,0.9953700919968733,0.02239328201539538,16554,77,4114,48
respiratory_spo2_fusion,XGBoost,0.9,0.799163179916318,0.15,0.0007208073041806823,0.9989778125187903,0.0014347202295552368,16614,17,4159,3
respiratory_spo2_fusion,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0
spo2_only,XGBoost,0.05,0.20025970278459096,0.20018277139146745,1.0,0.0001202573507305634,0.33358714383040117,2,16629,0,4162
spo2_only,XGBoost,0.1,0.2005001683258789,0.20020207852193994,0.9997597308986065,0.0004810294029222536,0.3336005772468532,8,16623,1,4161
spo2_only,XGBoost,0.15,0.20280863752224307,0.20002899671370578,0.9944738106679482,0.0046900366784919725,0.3330651001850809,78,16553,23,4139
spo2_only,XGBoost,0.2,0.21185014187466936,0.19999018453082057,0.9790965881787602,0.019842462870542962,0.3321379085500041,330,16301,87,4075
spo2_only,XGBoost,0.25,0.23127975761073438,0.2016454673934989,0.9598750600672753,0.04894474174733931,0.33327771752732127,814,15817,167,3995
spo2_only,XGBoost,0.3,0.2694656855672582,0.20361212642442486,0.9101393560788082,0.10913354578798629,0.33277694808047087,1815,14816,374,3788
spo2_only,XGBoost,0.35,0.32693694993507433,0.20638996715437444,0.8303700144161461,0.20095003307077144,0.33060697374085235,3342,13289,706,3456
spo2_only,XGBoost,0.4,0.41744817967585246,0.21409564904710535,0.7152811148486304,0.34291383560820154,0.3295511152930758,5703,10928,1185,2977
spo2_only,XGBoost,0.45,0.5446544510171692,0.24036014875709533,0.5901009130225853,0.5332812218146834,0.3415855354659249,8869,7762,1706,2456
spo2_only,XGBoost,0.5,0.6377146154955995,0.26926762491444217,0.47260932244113407,0.6790331309001263,0.34307142234237376,11293,5338,2195,1967
spo2_only,XGBoost,0.55,0.7060549223296302,0.302150974025974,0.35776069197501204,0.7932174854187962,0.3276127612761276,13192,3439,2673,1489
spo2_only,XGBoost,0.6,0.752609051122974,0.3483631871525633,0.2710235463719366,0.8731284949792556,0.30486486486486486,14521,2110,3034,1128
spo2_only,XGBoost,0.65,0.7750204395710095,0.37702573879885604,0.19005285920230658,0.9214118212975768,0.25271565495207665,15324,1307,3371,791
spo2_only,XGBoost,0.7,0.7881498581253307,0.39180765805877116,0.10571840461316674,0.9589321147255127,0.1665089877010407,15948,683,3722,440
spo2_only,XGBoost,0.75,0.7947867070648776,0.39766081871345027,0.0490148966842864,0.981420239312128,0.08727272727272728,16322,309,3958,204
spo2_only,XGBoost,0.8,0.7968547107199538,0.371900826446281,0.02162421912542047,0.9908604413444771,0.04087193460490463,16479,152,4072,90
spo2_only,XGBoost,0.85,0.7986822488337422,0.39090909090909093,0.010331571359923113,0.9959713787505261,0.020131086142322098,16564,67,4119,43
spo2_only,XGBoost,0.9,0.7994998316741211,0.36,0.002162421912542047,0.9990379411941555,0.0042990207786004295,16615,16,4153,9
spo2_only,XGBoost,0.95,0.7998364834319242,0.0,0.0,1.0,0.0,16631,0,4162,0
