regime,experiment,model,config_name,fold,n_features,n_train,n_valid,n_train_records,n_valid_records,accuracy,precision,sensitivity,specificity,f1,roc_auc,average_precision,tn,fp,fn,tp
all_epochs,advanced_respiratory_spo2,XGBoost,config_6,1,236,16845,3948,20,5,0.675531914893617,0.5150172328902018,0.7794336810730254,0.6220260936300844,0.6202193892677142,0.7665894536624756,0.6087219571490916,1621,985,296,1046
all_epochs,advanced_respiratory_spo2,XGBoost,config_6,2,236,16667,4126,20,5,0.7212796897721765,0.21925754060324826,0.28378378378378377,0.8054913294797688,0.24738219895287958,0.5800237376104429,0.20948449306927042,2787,673,477,189
all_epochs,advanced_respiratory_spo2,XGBoost,config_6,3,236,16668,4125,20,5,0.8075151515151515,0.22962962962962963,0.1617391304347826,0.9121126760563381,0.18979591836734694,0.5967833435394978,0.1901659927879167,3238,312,482,93
all_epochs,advanced_respiratory_spo2,XGBoost,config_6,4,236,16494,4299,20,5,0.5782740172133054,0.30340264650283555,0.654434250764526,0.5557564798071127,0.4145947691314175,0.6150205317549412,0.2965117101206506,1844,1474,339,642
all_epochs,advanced_respiratory_spo2,XGBoost,config_6,5,236,16498,4295,20,5,0.7939464493597206,0.22350674373795762,0.1939799331103679,0.8909926967811739,0.20769919427036707,0.5466311833783697,0.1966693708901205,3294,403,482,116
all_epochs,advanced_full,XGBoost,config_6,1,260,16845,3948,20,5,0.6978216818642351,0.5429394812680115,0.7019374068554396,0.6957022256331543,0.612284692882678,0.7500982199738537,0.5990774458364628,1813,793,400,942
all_epochs,advanced_full,XGBoost,config_6,2,260,16667,4126,20,5,0.7566650508967523,0.16862745098039217,0.12912912912912913,0.8774566473988439,0.14625850340136054,0.5022470447325939,0.17380038537514256,3036,424,580,86
all_epochs,advanced_full,XGBoost,config_6,3,260,16668,4125,20,5,0.7953939393939394,0.24765478424015008,0.22956521739130434,0.8870422535211268,0.23826714801444043,0.5909491733006736,0.21013200864245749,3149,401,443,132
all_epochs,advanced_full,XGBoost,config_6,4,260,16494,4299,20,5,0.5754826703884625,0.2982791586998088,0.636085626911315,0.5575647980711271,0.40611780019524896,0.6081296594303214,0.28538996897513835,1850,1468,357,624
all_epochs,advanced_full,XGBoost,config_6,5,260,16498,4295,20,5,0.7664726426076833,0.2052401746724891,0.23578595317725753,0.8523126859615905,0.21945525291828794,0.5519581998601415,0.20500072646388381,3151,546,457,141
all_epochs,advanced_late_fusion,XGBoost,config_6,1,260,16845,3948,20,5,0.6851570415400202,0.5260938323668951,0.7436661698956781,0.6550268610897928,0.6162395801173202,0.7653446191466902,0.6114418663584271,1707,899,344,998
all_epochs,advanced_late_fusion,XGBoost,config_6,2,260,16667,4126,20,5,0.7612699951526902,0.26850507982583455,0.2777777777777778,0.8543352601156069,0.2730627306273063,0.6325220451665539,0.24708816257414684,2956,504,481,185
all_epochs,advanced_late_fusion,XGBoost,config_6,3,260,16668,4125,20,5,0.8351515151515152,0.26666666666666666,0.10434782608695652,0.9535211267605633,0.15,0.5846216778934477,0.19015482225659003,3385,165,515,60
all_epochs,advanced_late_fusion,XGBoost,config_6,4,260,16494,4299,20,5,0.6343335659455688,0.31261889663918835,0.5025484199796126,0.6732971669680531,0.3854573885848319,0.6091802106202292,0.30401508173370556,2234,1084,488,493
all_epochs,advanced_late_fusion,XGBoost,config_6,5,260,16498,4295,20,5,0.7383003492433061,0.19700460829493088,0.28595317725752506,0.8114687584527995,0.23328785811732605,0.5213388239402281,0.19335274798276053,3000,697,427,171
sleep_only,advanced_spo2,XGBoost,config_1,1,84,12594,3473,20,5,0.6582205585948747,0.37421163279607567,0.644927536231884,0.6623818525519849,0.47361419068736144,0.6719745121138234,0.3608785338559304,1752,893,294,534
sleep_only,advanced_spo2,XGBoost,config_1,2,84,13213,2854,20,5,0.7785564120532585,0.15498154981549817,0.09438202247191012,0.9049398090493981,0.11731843575418995,0.43493500496732757,0.14280760459098651,2180,229,403,42
sleep_only,advanced_spo2,XGBoost,config_1,3,84,13618,2449,21,4,0.6169865251122907,0.2607781282860147,0.5134575569358178,0.6424211597151577,0.3458856345885635,0.6236517695228828,0.30510665812928617,1263,703,235,248
sleep_only,advanced_spo2,XGBoost,config_1,4,84,12820,3247,20,5,0.6248845087773329,0.3052003410059676,0.4704336399474376,0.672164119066774,0.3702171664943123,0.6054779300217883,0.2902243719343873,1671,815,403,358
sleep_only,advanced_spo2,XGBoost,config_1,5,84,12023,4044,19,6,0.6649357072205737,0.3731048121292024,0.5835051546391753,0.6906310995445674,0.45516686771210296,0.6914145242103711,0.46754472589372786,2123,951,404,566
sleep_only,advanced_respiratory,XGBoost,config_1,1,152,12594,3473,20,5,0.6415202994529225,0.3092406221408966,0.4082125603864734,0.7145557655954632,0.3519000520562207,0.5963836607216241,0.29119099730853915,1890,755,490,338
sleep_only,advanced_respiratory,XGBoost,config_1,2,152,13213,2854,20,5,0.7592852137351086,0.225,0.22247191011235956,0.8584474885844748,0.22372881355932203,0.5751866828979343,0.20426008517842803,2068,341,346,99
sleep_only,advanced_respiratory,XGBoost,config_1,3,152,13618,2449,21,4,0.6982441812984892,0.2746478873239437,0.32298136645962733,0.7904374364191251,0.29686013320647003,0.5909898923521817,0.2704513353919246,1554,412,327,156
sleep_only,advanced_respiratory,XGBoost,config_1,4,152,12820,3247,20,5,0.6107175854635047,0.3014996053670087,0.5019710906701709,0.6440064360418343,0.3767258382642998,0.593366743381861,0.29224103046741734,1601,885,379,382
sleep_only,advanced_respiratory,XGBoost,config_1,5,152,12023,4044,19,6,0.6644411473788329,0.3791380387257964,0.6257731958762887,0.6766428106701367,0.4721898094126799,0.6998074975350294,0.46506125896141337,2080,994,363,607
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,1,236,12594,3473,20,5,0.6492945580190037,0.34765625,0.5374396135265701,0.6843100189035917,0.4222011385199241,0.6461786435074837,0.3867174144211467,1810,835,383,445
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,2,236,13213,2854,20,5,0.8034337771548704,0.1813186813186813,0.07415730337078652,0.9381486093814861,0.10526315789473684,0.5307120769026265,0.16752101044798648,2260,149,412,33
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,3,236,13618,2449,21,4,0.690077582686811,0.28703703703703703,0.38509316770186336,0.7650050864699899,0.32891246684350134,0.5903306521423201,0.2845969676005738,1504,462,297,186
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,4,236,12820,3247,20,5,0.6174930705266399,0.31485758275596615,0.5374507227332457,0.6419951729686243,0.3970873786407767,0.6106643986878424,0.30053357087462196,1596,890,352,409
sleep_only,advanced_respiratory_spo2,XGBoost,config_1,5,236,12023,4044,19,6,0.6750741839762612,0.3859416445623342,0.6,0.6987638256343527,0.46973365617433416,0.6915097693324121,0.4489267767939405,2148,926,388,582
sleep_only,advanced_full,XGBoost,config_1,1,260,12594,3473,20,5,0.6274114598329974,0.3136,0.47342995169082125,0.6756143667296787,0.37728585178055823,0.6047692757276056,0.35153320742811955,1787,858,436,392
sleep_only,advanced_full,XGBoost,config_1,2,260,13213,2854,20,5,0.7302032235459005,0.1743486973947896,0.19550561797752808,0.8289746782897468,0.1843220338983051,0.556223618359989,0.17778422772994618,1997,412,358,87
sleep_only,advanced_full,XGBoost,config_1,3,260,13618,2449,21,4,0.6892609228256431,0.2263779527559055,0.23809523809523808,0.8001017293997965,0.23208879919273462,0.5394712177409333,0.21325446021277045,1573,393,368,115
sleep_only,advanced_full,XGBoost,config_1,4,260,12820,3247,20,5,0.6307360640591315,0.29945054945054944,0.4296977660972405,0.6922767497988737,0.35294117647058826,0.5558745267849498,0.27918706360504875,1721,765,434,327
sleep_only,advanced_full,XGBoost,config_1,5,260,12023,4044,19,6,0.670375865479723,0.3784326858673811,0.5824742268041238,0.6981132075471698,0.4587900933820544,0.6730563623070783,0.429823934581497,2146,928,405,565
sleep_only,advanced_late_fusion,XGBoost,config_1,1,260,12594,3473,20,5,0.6657068816585084,0.3517364203027605,0.47705314009661837,0.7247637051039697,0.40492055356227574,0.6356182022410345,0.3561056769631562,1917,728,433,395
